pk,num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
15099,1,Internet,RoundTrip,13,62,8,Wed,JHBKTM,Malaysia,1,0,0,4.75,Fail
15100,2,Internet,RoundTrip,60,17,9,Fri,JHBKTM,Malaysia,1,0,0,4.75,Fail
15101,2,Internet,RoundTrip,20,60,13,Thu,JHBKTM,Malaysia,1,0,0,4.75,Fail
15102,1,Internet,RoundTrip,5,28,5,Tue,JHBKTM,United States,1,0,0,4.75,Success
15103,1,Internet,RoundTrip,2,62,9,Mon,JHBKTM,Malaysia,1,0,0,4.75,Success
15104,1,Internet,RoundTrip,1,19,9,Tue,JHBKTM,Malaysia,0,0,0,4.75,Fail
15105,2,Internet,RoundTrip,8,47,0,Sat,JHBKTM,Malaysia,1,0,0,4.75,Success
15106,1,Mobile,RoundTrip,3,34,11,Fri,JHBKTM,Malaysia,1,0,0,4.75,Fail
15107,1,Internet,RoundTrip,18,63,5,Thu,JHBKTM,Singapore,1,0,0,4.75,Fail
15108,1,Mobile,RoundTrip,38,25,5,Thu,JHBKTM,Malaysia,1,0,0,4.75,Fail
15109,1,Internet,RoundTrip,40,71,16,Sat,JHBKTM,Malaysia,1,0,0,4.75,Fail
15110,1,Internet,RoundTrip,19,55,3,Fri,JHBKTM,Malaysia,1,1,1,4.75,Fail
15111,1,Internet,RoundTrip,32,30,10,Mon,JHBKTM,Malaysia,1,0,0,4.75,Success
15112,1,Internet,RoundTrip,60,39,3,Sat,JHBKTM,Malaysia,1,0,0,4.75,Fail
15113,1,Internet,RoundTrip,11,37,1,Fri,JHBKTM,Malaysia,1,0,0,4.75,Success
15114,1,Internet,RoundTrip,10,41,10,Wed,JHBKTM,Malaysia,1,0,0,4.75,Success
15115,1,Internet,RoundTrip,1,19,9,Tue,JHBKTM,Malaysia,0,0,0,4.75,Success
15116,2,Internet,RoundTrip,39,57,4,Sat,JHBKTM,Malaysia,1,0,0,4.75,Fail
15117,1,Internet,RoundTrip,11,49,5,Wed,JHBKTM,Malaysia,1,0,0,4.75,Fail
15118,1,Internet,RoundTrip,4,60,4,Thu,JHBKTM,Malaysia,1,0,0,4.75,Success
15119,1,Internet,RoundTrip,19,30,8,Mon,JHBKTM,Malaysia,1,0,0,4.75,Success
15120,1,Internet,RoundTrip,13,62,3,Thu,JHBKTM,Malaysia,1,0,1,4.75,Success
15121,1,Internet,RoundTrip,2,50,8,Thu,JHBKTM,Malaysia,1,0,1,4.75,Success
15122,1,Internet,RoundTrip,12,74,9,Wed,JHBKTM,Malaysia,1,0,0,4.75,Fail
15123,1,Internet,RoundTrip,63,45,6,Thu,JHBKTM,Malaysia,1,0,0,4.75,Success
15124,1,Internet,RoundTrip,32,61,9,Tue,JHBKTM,Malaysia,1,0,0,4.75,Fail
15125,1,Internet,RoundTrip,14,51,6,Tue,JHBKTM,Malaysia,1,0,0,4.75,Fail
15126,1,Internet,RoundTrip,0,30,6,Thu,JHBKTM,Malaysia,0,0,0,4.75,Success
15127,1,Mobile,RoundTrip,17,32,12,Thu,JHBKTM,Malaysia,1,0,0,4.75,Fail
15128,1,Internet,RoundTrip,33,30,5,Fri,JHBKTM,Malaysia,1,0,0,4.75,Success
15129,1,Internet,RoundTrip,12,29,10,Fri,JHBKTM,Malaysia,1,1,1,4.75,Fail
15130,1,Internet,RoundTrip,6,92,17,Mon,JHBKTM,Singapore,1,0,1,4.75,Success
15131,1,Internet,RoundTrip,9,60,4,Fri,JHBKTM,Malaysia,1,0,1,4.75,Fail
15132,1,Internet,RoundTrip,17,28,9,Mon,JHBKTM,Malaysia,1,0,0,4.75,Fail
15133,1,Internet,RoundTrip,17,51,5,Tue,JHBKTM,Malaysia,1,0,0,4.75,Fail
15134,1,Internet,RoundTrip,10,28,5,Wed,JHBKTM,Malaysia,1,0,0,4.75,Fail
15135,1,Internet,RoundTrip,29,57,16,Sun,JHBKTM,Malaysia,1,0,0,4.75,Success
15136,1,Internet,RoundTrip,6,32,15,Tue,JHBKTM,Malaysia,1,0,0,4.75,Success
15137,1,Internet,RoundTrip,19,60,7,Tue,JHBKTM,Malaysia,1,0,0,4.75,Success
15138,1,Internet,RoundTrip,85,34,6,Mon,JHBKTM,Malaysia,0,0,1,4.75,Success
15139,1,Internet,RoundTrip,0,31,6,Mon,JHBKTM,Malaysia,0,0,0,4.75,Success
15140,1,Internet,RoundTrip,1,121,10,Tue,JHBKTM,Malaysia,1,0,0,4.75,Success
15141,1,Internet,RoundTrip,12,89,7,Wed,JHBKTM,Malaysia,1,0,0,4.75,Fail
15142,2,Internet,RoundTrip,46,62,16,Wed,JHBKTM,Malaysia,1,1,0,4.75,Success
15143,1,Internet,RoundTrip,6,91,7,Mon,JHBKTM,Malaysia,1,0,0,4.75,Fail
15144,1,Internet,RoundTrip,2,32,4,Sat,JHBKTM,Malaysia,1,0,0,4.75,Fail
15145,1,Mobile,RoundTrip,1,31,12,Mon,JHBKTM,Malaysia,1,0,0,4.75,Success
15146,3,Internet,RoundTrip,36,34,2,Tue,JHBKTM,Malaysia,1,1,1,4.75,Success
15147,2,Internet,RoundTrip,60,93,6,Fri,JHBKTM,Malaysia,1,0,0,4.75,Success
15148,2,Internet,RoundTrip,135,22,7,Mon,JHBKTM,Malaysia,1,0,0,4.75,Fail
15149,1,Internet,RoundTrip,83,91,7,Sat,JHBKTM,Malaysia,1,0,0,4.75,Fail
15150,1,Internet,RoundTrip,15,65,13,Sun,JHBKTM,Malaysia,1,0,0,4.75,Success
15151,2,Internet,RoundTrip,19,67,1,Fri,JHBKTM,Malaysia,1,0,0,4.75,Success
15152,1,Internet,RoundTrip,7,48,2,Fri,JHBKTM,Malaysia,1,0,0,4.75,Success
15153,1,Internet,RoundTrip,9,50,5,Thu,JHBKTM,Malaysia,1,0,0,4.75,Fail
15154,1,Internet,RoundTrip,9,62,7,Mon,JHBKTM,Malaysia,1,0,0,4.75,Fail
15155,1,Internet,RoundTrip,4,22,4,Thu,JHBKTM,Malaysia,1,0,0,4.75,Success
15156,1,Internet,RoundTrip,6,145,2,Mon,JHBKTM,Malaysia,1,1,0,4.75,Fail
15157,1,Internet,RoundTrip,8,49,0,Wed,JHBKTM,Malaysia,1,0,1,4.75,Success
15158,1,Internet,RoundTrip,17,62,5,Tue,JHBKTM,Malaysia,1,0,0,4.75,Success
15159,1,Internet,RoundTrip,3,62,2,Fri,JHBKTM,Malaysia,1,0,0,4.75,Success
15160,2,Internet,RoundTrip,23,64,6,Wed,JHBKTM,Malaysia,1,0,0,4.75,Fail
15161,1,Internet,RoundTrip,75,30,7,Thu,JHBKTM,Malaysia,1,0,0,4.75,Fail
15162,1,Internet,RoundTrip,4,91,4,Wed,JHBKTM,Malaysia,1,0,0,4.75,Fail
15163,1,Internet,RoundTrip,29,78,1,Fri,JHBKTM,Malaysia,1,0,0,4.75,Success
15164,1,Internet,RoundTrip,4,59,10,Fri,JHBKTM,Malaysia,0,0,0,4.75,Success
15165,2,Internet,RoundTrip,15,20,2,Sat,JHBKTM,Malaysia,1,0,0,4.75,Success
15166,3,Internet,RoundTrip,5,62,6,Mon,JHBKTM,Malaysia,1,0,0,4.75,Fail
15167,1,Internet,RoundTrip,8,28,8,Wed,JHBKTM,Malaysia,1,0,0,4.75,Fail
15168,1,Internet,RoundTrip,52,31,1,Tue,JHBKTM,Malaysia,1,0,0,4.75,Fail
15169,1,Internet,RoundTrip,12,63,17,Tue,JHBKTM,Malaysia,1,0,0,4.75,Fail
15170,1,Internet,RoundTrip,4,63,6,Thu,JHBKTM,Malaysia,1,0,0,4.75,Success
15171,1,Internet,RoundTrip,24,18,1,Wed,JHBKTM,Malaysia,1,0,0,4.75,Success
15172,1,Internet,RoundTrip,14,62,5,Fri,JHBKTM,Malaysia,1,0,0,4.75,Fail
15173,1,Internet,RoundTrip,0,88,3,Mon,JHBKTM,Malaysia,0,0,0,4.75,Fail
15174,1,Internet,RoundTrip,2,90,1,Mon,JHBKTM,Malaysia,1,1,1,4.75,Fail
15175,1,Internet,RoundTrip,43,23,10,Fri,JHBKTM,Malaysia,1,0,0,4.75,Fail
15176,1,Internet,RoundTrip,110,20,2,Thu,JHBKTM,Malaysia,1,0,0,4.75,Fail
15177,1,Internet,RoundTrip,20,62,2,Tue,JHBKTM,Malaysia,1,0,1,4.75,Success
15178,1,Internet,RoundTrip,24,45,7,Fri,JHBKTM,Malaysia,1,0,0,4.75,Success
15179,1,Internet,RoundTrip,20,91,7,Fri,JHBKTM,Malaysia,1,0,0,4.75,Fail
15180,1,Internet,RoundTrip,24,35,2,Tue,JHBKTM,Malaysia,1,0,0,4.75,Fail
15181,1,Internet,RoundTrip,3,29,2,Mon,JHBKTM,Malaysia,1,0,0,4.75,Fail
15182,1,Internet,RoundTrip,1,60,6,Sat,JHBKTM,Malaysia,1,0,0,4.75,Success
15183,1,Internet,RoundTrip,2,59,5,Thu,JHBKTM,Malaysia,1,0,1,4.75,Fail
15184,1,Internet,RoundTrip,24,44,7,Thu,JHBKTM,Malaysia,1,0,0,4.75,Fail
15185,1,Internet,RoundTrip,67,45,10,Mon,JHBKTM,Malaysia,1,0,0,4.75,Success
15186,1,Internet,RoundTrip,8,61,4,Tue,JHBKTM,Malaysia,1,0,1,4.75,Fail
15187,1,Internet,RoundTrip,5,62,7,Fri,JHBKTM,Malaysia,1,0,0,4.75,Fail
15188,1,Internet,RoundTrip,26,62,4,Mon,JHBKTM,Malaysia,1,1,1,4.75,Fail
15189,1,Internet,RoundTrip,16,53,5,Wed,JHBKTM,Malaysia,1,0,0,4.75,Success
15190,1,Internet,RoundTrip,74,19,8,Sun,JHBKTM,Malaysia,1,0,0,4.75,Fail
15191,1,Internet,RoundTrip,2,61,2,Tue,JHBKTM,Malaysia,1,0,0,4.75,Fail
15192,1,Internet,RoundTrip,15,45,6,Tue,JHBKTM,Malaysia,1,0,0,4.75,Fail
15193,1,Internet,RoundTrip,2,45,3,Thu,JHBKTM,Malaysia,1,0,0,4.75,Fail
15194,1,Internet,RoundTrip,11,92,1,Thu,JHBKTM,Malaysia,1,0,0,4.75,Success
15195,1,Internet,RoundTrip,42,62,10,Mon,JHBKTM,Malaysia,1,0,0,4.75,Fail
15196,1,Internet,RoundTrip,133,75,7,Mon,JHBKTM,Malaysia,1,0,1,4.75,Fail
15197,1,Internet,RoundTrip,29,83,13,Sun,JHBKTM,Malaysia,1,0,1,4.75,Success
15198,1,Internet,RoundTrip,2,29,7,Wed,JHBKTM,Malaysia,1,1,1,4.75,Success
15199,2,Internet,RoundTrip,3,33,8,Wed,JHBKTM,Malaysia,1,0,0,4.75,Fail
15200,1,Internet,RoundTrip,5,26,3,Tue,JHBKTM,Malaysia,1,0,0,4.75,Fail
15201,1,Internet,RoundTrip,5,29,4,Thu,JHBKTM,Malaysia,1,0,0,4.75,Fail
15202,1,Internet,RoundTrip,3,29,3,Wed,JHBKTM,Malaysia,1,0,1,4.75,Success
15203,1,Mobile,RoundTrip,21,60,8,Mon,JHBKTM,Malaysia,1,0,0,4.75,Fail
15204,1,Internet,RoundTrip,20,29,11,Tue,JHBKTM,Malaysia,1,0,0,4.75,Success
15205,1,Internet,RoundTrip,10,39,2,Wed,JHBKTM,Malaysia,1,0,0,4.75,Success
15206,1,Internet,RoundTrip,33,31,1,Wed,JHBKTM,Malaysia,1,0,0,4.75,Fail
15207,2,Internet,RoundTrip,28,64,8,Thu,JHBKTM,Malaysia,1,0,0,4.75,Success
15208,1,Internet,RoundTrip,22,61,5,Mon,JHBKTM,Malaysia,1,0,0,4.75,Fail
15209,1,Internet,RoundTrip,14,57,3,Sat,JHBKTM,Malaysia,1,0,0,4.75,Fail
15210,1,Internet,RoundTrip,8,37,10,Tue,JHBKTM,Malaysia,0,0,0,4.75,Fail
15211,1,Internet,RoundTrip,1,20,8,Thu,JHBKTM,Malaysia,1,0,0,4.75,Fail
15212,1,Internet,RoundTrip,40,19,10,Thu,JHBKTM,Malaysia,1,0,0,4.75,Success
15213,1,Internet,RoundTrip,16,48,8,Mon,JHBKTM,Malaysia,1,0,1,4.75,Fail
15214,1,Internet,RoundTrip,15,64,7,Fri,JHBKTM,Malaysia,1,0,0,4.75,Fail
15215,1,Internet,RoundTrip,7,44,8,Wed,JHBKTM,Malaysia,1,0,0,4.75,Fail
15216,1,Mobile,RoundTrip,0,59,0,Sat,JHBKTM,Malaysia,1,0,0,4.75,Fail
15217,1,Internet,RoundTrip,16,41,8,Thu,JHBKTM,Malaysia,1,0,0,4.75,Fail
15218,1,Internet,RoundTrip,35,93,8,Wed,JHBKTM,Malaysia,1,0,1,4.75,Success
15219,1,Internet,RoundTrip,15,62,8,Mon,JHBKTM,Malaysia,1,0,1,4.75,Success
15220,1,Internet,RoundTrip,23,20,9,Thu,JHBKTM,Malaysia,1,1,1,4.75,Fail
15221,1,Internet,RoundTrip,31,30,12,Thu,JHBKTM,Malaysia,1,0,0,4.75,Success
15222,1,Internet,RoundTrip,22,62,3,Tue,JHBKTM,Malaysia,1,0,0,4.75,Fail
15223,1,Internet,RoundTrip,10,36,3,Thu,JHBKTM,Malaysia,1,1,1,4.75,Fail
15224,1,Internet,RoundTrip,1,27,8,Tue,JHBKTM,Malaysia,0,0,0,4.75,Success
15225,1,Internet,RoundTrip,14,76,4,Sat,JHBKTM,Malaysia,1,0,0,4.75,Fail
15226,1,Internet,RoundTrip,13,61,5,Fri,JHBKTM,Malaysia,1,0,1,4.75,Fail
15227,1,Internet,RoundTrip,30,46,1,Sat,JHBKTM,Malaysia,1,0,0,4.75,Fail
15228,1,Internet,RoundTrip,7,91,1,Thu,JHBKTM,Malaysia,1,0,0,4.75,Success
15229,1,Internet,RoundTrip,18,61,6,Thu,JHBKTM,Malaysia,1,0,0,4.75,Fail
15230,1,Internet,RoundTrip,10,71,1,Wed,JHBKTM,Malaysia,1,0,0,4.75,Success
15231,1,Internet,RoundTrip,31,89,3,Wed,JHBKTM,Malaysia,1,0,0,4.75,Fail
15232,1,Internet,RoundTrip,17,91,8,Mon,JHBKTM,Malaysia,1,0,0,4.75,Fail
15233,1,Internet,RoundTrip,4,27,8,Wed,JHBKTM,Malaysia,0,0,0,4.75,Fail
15234,3,Internet,RoundTrip,18,63,8,Mon,JHBKTM,Malaysia,1,0,0,4.75,Fail
15235,1,Internet,RoundTrip,15,121,2,Tue,JHBKTM,Malaysia,1,0,0,4.75,Fail
15236,1,Internet,RoundTrip,21,39,6,Mon,JHBKTM,Malaysia,1,0,0,4.75,Fail
15237,1,Internet,RoundTrip,1,119,1,Mon,JHBKTM,Malaysia,1,0,0,4.75,Fail
15238,1,Mobile,RoundTrip,46,18,15,Thu,JHBKTM,Malaysia,1,0,0,4.75,Fail
15239,1,Internet,RoundTrip,14,60,5,Mon,JHBKTM,Malaysia,1,0,0,4.75,Fail
15240,1,Internet,RoundTrip,24,55,6,Fri,JHBKTM,Malaysia,1,0,0,4.75,Success
15241,1,Internet,RoundTrip,73,62,9,Fri,JHBKTM,Malaysia,1,0,1,4.75,Fail
15242,1,Internet,RoundTrip,19,62,4,Wed,JHBKTM,Malaysia,1,0,0,4.75,Fail
15243,1,Internet,RoundTrip,151,52,5,Mon,JHBKTM,Malaysia,1,0,0,4.75,Success
15244,1,Internet,RoundTrip,1,28,2,Tue,JHBKTM,Malaysia,0,0,0,4.75,Fail
15245,1,Internet,RoundTrip,22,90,7,Fri,JHBKTM,Malaysia,1,1,1,4.75,Fail
15246,1,Internet,RoundTrip,26,46,1,Wed,JHBKTM,Malaysia,1,0,0,4.75,Success
15247,4,Internet,RoundTrip,5,85,9,Wed,JHBKTM,Malaysia,1,0,0,4.75,Fail
15248,1,Internet,RoundTrip,22,21,7,Fri,JHBKTM,Malaysia,1,0,0,4.75,Success
15249,1,Internet,RoundTrip,0,71,8,Wed,JHBKTM,Malaysia,1,0,0,4.75,Success
15250,1,Internet,RoundTrip,15,90,6,Tue,JHBKTM,Malaysia,1,0,0,4.75,Fail
15251,1,Internet,RoundTrip,5,31,2,Mon,JHBKTM,Malaysia,1,0,1,4.75,Fail
15252,1,Internet,RoundTrip,2,50,14,Thu,JHBKTM,Malaysia,1,0,0,4.75,Success
15253,4,Internet,RoundTrip,22,31,2,Wed,JHBKTM,Malaysia,1,0,0,4.75,Success
15254,1,Internet,RoundTrip,19,91,4,Thu,JHBKTM,Malaysia,1,0,1,4.75,Fail
15255,1,Internet,RoundTrip,12,34,2,Mon,JHBKTM,Malaysia,1,0,0,4.75,Success
15256,1,Internet,RoundTrip,11,29,1,Tue,JHBKTM,Malaysia,1,0,0,4.75,Fail
15257,1,Internet,RoundTrip,21,65,1,Mon,JHBKTM,Malaysia,1,0,0,4.75,Success
15258,1,Internet,RoundTrip,54,95,8,Sun,JHBKTM,Malaysia,1,0,0,4.75,Success
15259,1,Internet,RoundTrip,45,84,5,Tue,JHBKTM,Malaysia,1,0,0,4.75,Fail
15260,1,Internet,RoundTrip,73,19,3,Mon,JHBKTM,Malaysia,1,0,0,4.75,Fail
15261,1,Internet,RoundTrip,69,45,2,Tue,JHBKTM,Malaysia,1,0,0,4.75,Fail
15262,2,Internet,RoundTrip,19,88,6,Wed,JHBKTM,Malaysia,1,0,1,4.75,Fail
15263,1,Internet,RoundTrip,12,61,7,Fri,JHBKTM,Malaysia,1,0,0,4.75,Fail
15264,1,Internet,RoundTrip,3,61,9,Tue,JHBKTM,Malaysia,1,0,0,4.75,Fail
15265,1,Internet,RoundTrip,24,45,9,Fri,JHBKTM,Malaysia,1,0,0,4.75,Fail
15266,1,Internet,RoundTrip,3,36,4,Fri,JHBKTM,Malaysia,1,0,0,4.75,Fail
15267,1,Internet,RoundTrip,20,91,16,Wed,JHBKTM,Malaysia,1,0,0,4.75,Success
15268,1,Internet,RoundTrip,20,39,2,Thu,JHBKTM,Malaysia,1,0,0,4.75,Success
15269,2,Internet,RoundTrip,58,90,2,Thu,JHBKTM,Malaysia,1,0,0,4.75,Fail
15270,2,Internet,RoundTrip,25,90,7,Thu,JHBKTM,Malaysia,1,0,0,4.75,Fail
15271,1,Internet,RoundTrip,35,57,0,Sat,JHBKTM,Singapore,1,0,0,4.75,Success
15272,1,Internet,RoundTrip,67,30,6,Thu,JHBKTM,Singapore,1,0,0,4.75,Success
15273,1,Internet,RoundTrip,16,93,1,Mon,JHBKTM,Malaysia,1,0,0,4.75,Fail
15274,1,Internet,RoundTrip,7,64,6,Mon,JHBKTM,Malaysia,1,0,0,4.75,Fail
15275,1,Internet,RoundTrip,27,48,8,Tue,JHBKTM,Malaysia,1,0,1,4.75,Success
15276,1,Internet,RoundTrip,113,88,9,Thu,JHBKTM,Malaysia,1,0,0,4.75,Success
15277,1,Internet,RoundTrip,3,47,7,Tue,JHBKTM,Malaysia,1,0,0,4.75,Fail
15278,1,Internet,RoundTrip,6,61,5,Fri,JHBKTM,Malaysia,1,0,0,4.75,Success
15279,1,Internet,RoundTrip,17,86,7,Thu,JHBKTM,Malaysia,1,0,1,4.75,Fail
15280,1,Internet,RoundTrip,29,63,6,Mon,JHBKTM,Malaysia,1,0,0,4.75,Success
15281,2,Mobile,RoundTrip,58,30,6,Fri,JHBKTM,Malaysia,1,0,0,4.75,Fail
15282,2,Internet,RoundTrip,23,30,5,Fri,JHBKTM,Malaysia,1,0,0,4.75,Success
15283,1,Internet,RoundTrip,2,91,2,Fri,JHBKTM,Malaysia,1,0,0,4.75,Fail
15284,1,Internet,RoundTrip,1,29,10,Tue,JHBKTM,Malaysia,0,0,0,4.75,Fail
15285,1,Mobile,RoundTrip,36,47,12,Sat,JHBKTM,Malaysia,1,0,0,4.75,Fail
15286,1,Internet,RoundTrip,89,27,13,Tue,JHBKTM,Malaysia,1,1,1,4.75,Fail
15287,1,Internet,RoundTrip,6,47,9,Wed,JHBKTM,Malaysia,1,0,0,4.75,Fail
15288,1,Internet,RoundTrip,2,62,3,Wed,JHBKTM,Malaysia,1,0,0,4.75,Fail
15289,1,Internet,RoundTrip,28,67,3,Mon,JHBKTM,Malaysia,1,0,0,4.75,Success
15290,1,Internet,RoundTrip,27,60,10,Mon,JHBKTM,Malaysia,1,0,0,4.75,Fail
15291,1,Internet,RoundTrip,14,47,9,Wed,JHBKTM,Malaysia,1,0,0,4.75,Success
15292,1,Internet,RoundTrip,7,61,1,Thu,JHBKTM,Malaysia,1,0,1,4.75,Success
15293,1,Internet,RoundTrip,12,89,9,Wed,JHBKTM,Malaysia,1,0,0,4.75,Success
15294,1,Internet,RoundTrip,90,61,8,Fri,JHBKTM,Malaysia,1,0,0,4.75,Fail
15295,1,Internet,RoundTrip,3,45,6,Wed,JHBKTM,Malaysia,1,0,0,4.75,Success
15296,1,Internet,RoundTrip,6,60,7,Thu,JHBKTM,Malaysia,1,0,1,4.75,Fail
15297,1,Internet,RoundTrip,10,27,9,Fri,JHBKTM,Malaysia,1,0,0,4.75,Fail
15298,1,Internet,RoundTrip,27,69,1,Thu,JHBKTM,Malaysia,1,0,0,4.75,Fail
15299,2,Internet,RoundTrip,16,73,9,Thu,JHBKTM,Malaysia,1,0,1,4.75,Fail
15300,1,Internet,RoundTrip,1,32,2,Tue,JHBKTM,Malaysia,1,0,0,4.75,Fail
15301,1,Internet,RoundTrip,66,19,10,Sat,JHBKTM,Malaysia,1,0,1,4.75,Success
15302,1,Internet,RoundTrip,7,62,4,Thu,JHBKTM,Malaysia,1,0,0,4.75,Fail
15303,1,Internet,RoundTrip,3,91,3,Sat,JHBKTM,Malaysia,0,0,0,4.75,Fail
15304,2,Internet,RoundTrip,19,61,2,Wed,JHBKTM,Malaysia,1,0,0,4.75,Fail
15305,2,Internet,RoundTrip,10,58,3,Fri,JHBKTM,Malaysia,1,0,0,4.75,Success
15306,1,Internet,RoundTrip,3,69,7,Tue,JHBKTM,Malaysia,1,0,0,4.75,Fail
15307,1,Internet,RoundTrip,47,64,16,Sat,JHBKTM,Malaysia,1,0,0,4.75,Fail
15308,1,Internet,RoundTrip,32,32,12,Thu,JHBKTM,Malaysia,1,0,0,4.75,Success
15309,1,Internet,RoundTrip,6,48,5,Wed,JHBKTM,Malaysia,1,0,0,4.75,Fail
15310,1,Internet,RoundTrip,44,28,11,Sun,JHBKTM,Malaysia,1,0,1,4.75,Fail
15311,1,Internet,RoundTrip,12,36,11,Tue,JHBKTM,Malaysia,1,0,0,4.75,Fail
15312,1,Internet,RoundTrip,20,62,8,Thu,JHBKTM,Malaysia,1,1,0,4.75,Success
15313,1,Internet,RoundTrip,68,57,2,Wed,JHBKTM,Malaysia,1,0,0,4.75,Success
15314,1,Internet,RoundTrip,19,59,5,Wed,JHBKTM,Malaysia,1,0,0,4.75,Success
15315,1,Internet,RoundTrip,28,91,1,Tue,JHBKTM,Malaysia,1,0,0,4.75,Fail
15316,1,Internet,RoundTrip,28,60,2,Wed,JHBKTM,Malaysia,1,0,0,4.75,Fail
15317,1,Internet,RoundTrip,16,89,1,Tue,JHBKTM,Malaysia,1,0,0,4.75,Fail
15318,1,Internet,RoundTrip,20,63,4,Mon,JHBKTM,Malaysia,1,0,0,4.75,Success
15319,2,Internet,RoundTrip,26,44,3,Thu,JHBKTM,Malaysia,1,0,1,4.75,Fail
15320,1,Internet,RoundTrip,13,61,7,Thu,JHBKTM,Malaysia,1,0,0,4.75,Success
15321,1,Internet,RoundTrip,27,30,1,Mon,JHBKTM,Malaysia,1,0,0,4.75,Success
15322,2,Internet,RoundTrip,42,42,15,Thu,JHBKTM,Malaysia,1,0,0,4.75,Success
15323,1,Internet,RoundTrip,16,46,7,Mon,JHBKTM,Malaysia,1,0,0,4.75,Success
15324,1,Internet,RoundTrip,0,60,5,Mon,JHBKTM,Malaysia,1,0,0,4.75,Fail
15325,1,Internet,RoundTrip,9,90,9,Mon,JHBKTM,Malaysia,1,0,0,4.75,Fail
15326,1,Internet,RoundTrip,47,41,7,Mon,JHBKTM,Malaysia,1,0,0,4.75,Success
15327,1,Internet,RoundTrip,27,61,9,Thu,JHBKTM,Malaysia,1,0,0,4.75,Success
15328,1,Internet,RoundTrip,22,45,16,Sat,JHBKTM,Malaysia,1,0,0,4.75,Fail
15329,1,Internet,RoundTrip,14,90,8,Mon,JHBKTM,Malaysia,1,0,1,4.75,Success
15330,1,Internet,RoundTrip,7,27,13,Wed,JHBKTM,Singapore,1,0,0,4.75,Success
15331,2,Internet,RoundTrip,28,70,4,Wed,JHBKTM,Malaysia,1,0,0,4.75,Fail
15332,1,Internet,RoundTrip,24,47,3,Thu,JHBKTM,Malaysia,1,0,0,4.75,Success
15333,1,Internet,RoundTrip,7,61,5,Thu,JHBKTM,Malaysia,1,0,0,4.75,Fail
15334,1,Internet,RoundTrip,1,92,5,Wed,JHBKTM,Malaysia,1,0,0,4.75,Fail
15335,2,Internet,RoundTrip,61,69,10,Tue,JHBKTM,Malaysia,1,0,1,4.75,Success
15336,1,Internet,RoundTrip,5,54,9,Thu,JHBKTM,Malaysia,1,0,0,4.75,Fail
15337,1,Internet,RoundTrip,73,43,7,Fri,JHBKTM,Malaysia,1,0,0,4.75,Fail
15338,1,Internet,RoundTrip,3,19,8,Thu,JHBKTM,Malaysia,0,0,0,4.75,Fail
15339,1,Internet,RoundTrip,37,36,1,Wed,JHBKTM,Malaysia,1,0,1,4.75,Fail
15340,2,Internet,RoundTrip,35,92,7,Sat,JHBKTM,Malaysia,1,0,1,4.75,Fail
15341,2,Internet,RoundTrip,23,60,9,Mon,JHBKTM,Malaysia,1,0,0,4.75,Fail
15342,1,Internet,RoundTrip,4,67,2,Thu,JHBKTM,Malaysia,1,0,0,4.75,Fail
15343,1,Internet,RoundTrip,145,30,10,Tue,JHBKTM,Malaysia,1,0,0,4.75,Fail
15344,1,Internet,RoundTrip,9,40,1,Thu,JHBKTM,Malaysia,1,0,0,4.75,Fail
15345,1,Internet,RoundTrip,28,90,8,Wed,JHBKTM,Malaysia,1,1,1,4.75,Fail
15346,1,Internet,RoundTrip,7,60,5,Wed,JHBKTM,Malaysia,1,0,0,4.75,Success
15347,1,Internet,RoundTrip,14,92,1,Thu,JHBKTM,Malaysia,1,0,0,4.75,Fail
15348,1,Internet,RoundTrip,79,44,8,Fri,JHBKTM,Malaysia,1,0,0,4.75,Success
15349,1,Internet,RoundTrip,10,41,14,Wed,JHBKTM,Malaysia,1,0,0,4.75,Fail
15350,1,Internet,RoundTrip,10,64,7,Fri,JHBKTM,Malaysia,0,0,0,4.75,Success
15351,1,Internet,RoundTrip,20,62,4,Tue,JHBKTM,Malaysia,1,0,0,4.75,Fail
15352,1,Internet,RoundTrip,3,17,5,Tue,JHBKTM,Malaysia,0,0,0,4.75,Success
15353,1,Internet,RoundTrip,31,72,2,Wed,JHBKTM,Malaysia,0,0,0,4.75,Success
15354,1,Internet,RoundTrip,16,75,7,Wed,JHBKTM,Malaysia,1,0,0,4.75,Success
15355,1,Internet,RoundTrip,1,32,3,Sun,JHBKTM,Malaysia,1,0,0,4.75,Fail
15356,1,Internet,RoundTrip,4,57,7,Wed,JHBKTM,Malaysia,1,0,0,4.75,Fail
15357,1,Internet,RoundTrip,19,64,8,Wed,JHBKTM,Malaysia,1,0,0,4.75,Success
15358,1,Internet,RoundTrip,2,68,7,Thu,JHBKTM,Malaysia,1,0,0,4.75,Fail
15359,1,Internet,RoundTrip,24,67,1,Fri,JHBKTM,Malaysia,1,0,0,4.75,Fail
15360,1,Internet,RoundTrip,36,59,2,Fri,JHBKTM,Malaysia,1,0,0,4.75,Success
15361,2,Internet,RoundTrip,32,46,3,Thu,JHBKTM,Malaysia,1,0,0,4.75,Fail
15362,3,Internet,RoundTrip,3,60,4,Fri,JHBKTM,Malaysia,1,0,0,4.75,Fail
